 Height, Width, Verticality, Class
1.42,0.5414,0.007926,3
1.19,0.598,0.01297,3
1.27,0.5706,0.00558,3
1.56,0.5638,0.00146,3
1.78,0.5573,0.002373,3
1.83,0.5582,0.004147,3
1.81,0.5996,0.008826,3
1.8,0.7189,0.009698,3
1.79,0.6895,0.007833,3
1.81,0.675,0.007844,3
1.82,0.668,0.007729,3
1.81,0.734,0.01268,3
1.81,0.6355,0.01947,3
1.8,0.5843,0.01947,3
1.81,0.6856,0.006678,3
1.75,0.7192,0.01031,3
1.73,0.7665,0.01202,3
1.75,0.727,0.01102,3
1.78,0.6621,0.003464,3
1.74,0.6049,0.007315,3
2.04,0.7286,0.01216,3
1.69,0.6405,0.02161,3
1.69,0.7992,0.02902,3
1.95,0.8161,0.007259,3
1.63,0.5433,0.006668,3
1.62,0.5073,0.02383,3
1.59,0.512,0.05517,3
0.86,0.6211,0.07166,3
0.87,0.4908,0.07251,3
1.53,0.5236,0.00679,3
1.48,0.4908,0.0007467,3
1.52,0.6648,0.001853,3
1.61,0.5935,0.004888,3
1.94,0.7191,0.0134,3
1.95,1.078,0.1465,3
1.89,0.838,0.1611,3
1.93,1.125,0.5794,3
1.5,0.5559,0.00165,3
2.04,0.5572,0.05131,3
1.85,1.216,0.08594,3
1.51,0.6843,0.003501,3
2.61,0.5775,0.0006029,3
2.5,0.6012,0.00292,3
2.62,0.9119,0.001136,3
2.6,0.6893,0.0004846,3
2.6,0.7198,0.0006134,3
2.6,0.8175,0.002327,3
2.54,1.012,0.00332,3
1.61,0.6627,0.003876,3
2.7,1.665,0.02059,3
1.61,0.7821,0.00311,3
1.63,0.6169,0.001361,3
1.63,0.6604,0.001337,3
1.63,0.6749,0.001274,3
1.63,0.6612,0.002236,3
1.63,0.7274,0.00308,3
1.52,0.6172,0.004807,3
1.64,0.6376,0.008495,3
1.64,0.5255,0.005239,3
1.64,0.6492,0.004702,3
1.64,1.225,0.01176,3
1.54,1.08,0.00919,3
1.55,1.049,0.004861,3
1.67,0.8895,0.003214,3
1.67,0.7351,0.001588,3
1.67,0.6905,0.003404,3
1.59,0.5578,0.002598,3
1.6,0.5767,0.007186,3
1.6,0.5331,0.01217,3
1.6,0.7288,0.01839,3
1.6,0.7274,0.01904,3
1.6,0.7101,0.008854,3
1.6,0.7747,0.009026,3
1.6,0.6321,0.007652,3
1.59,0.6164,0.001192,3
1.61,0.5144,0.00339,3
1.6,0.7581,0.0008276,3
1.52,0.7948,0.005173,3
1.53,0.8134,0.002544,3
1.62,0.6528,0.002666,3
1.62,0.6956,0.004725,3
1.53,0.8422,0.006948,3
1.54,0.7802,0.003615,3
1.53,0.7805,0.003404,3
1.65,0.7034,0.003457,3
1.63,0.7076,0.003424,3
1.54,0.6477,0.002999,3
1.55,0.6883,0.003062,3
1.55,0.7356,0.00557,3
1.58,0.6238,0.004418,3
1.55,0.7044,0.001933,3
1.56,0.7448,0.005175,3
1.56,0.7465,0.001966,3
1.55,0.7749,0.001062,3
1.55,0.6795,0.0005457,3
1.56,0.6281,0.0008556,3
1.56,0.6128,0.0008988,3
1.56,0.7086,0.002332,3
1.57,0.7418,0.001128,3
1.57,0.5393,0.002253,3
1.57,0.6497,0.001988,3
1.57,0.7525,0.004159,3
1.54,0.8294,0.02205,3
1.53,0.7938,0.005912,3
1.52,0.7404,0.004183,3
1.53,0.5376,0.005177,3
1.53,0.563,0.003155,3
1.54,0.7272,0.004624,3
1.55,0.7237,0.005745,3
1.54,0.6477,0.006454,3
1.54,0.566,0.004961,3
1.55,0.6287,0.002181,3
1.55,0.7342,0.001965,3
1.55,0.7353,0.001209,3
1.54,0.8532,0.0009531,3
1.54,0.5204,0.0009792,3
1.54,0.5601,0.001191,3
1.55,0.6518,0.003083,3
1.55,0.7973,0.00307,3
1.49,0.719,0.007348,3
1.55,0.7232,0.003469,3
1.56,0.5516,0.001578,3
1.57,0.6436,0.006984,3
1.53,0.7945,0.01074,3
1.52,0.6135,0.005013,3
1.56,0.5755,0.001903,3
1.57,0.5789,0.001498,3
1.54,0.6001,0.006988,3
1.54,0.6228,0.004998,3
1.54,0.7736,0.007908,3
1.54,0.6303,0.007266,3
1.55,0.5781,0.004308,3
1.56,0.614,0.004278,3
1.57,0.6179,0.004858,3
1.56,0.7495,0.004385,3
1.56,0.462,0.003681,3
1.57,0.5527,0.002432,3
1.57,0.6476,0.002388,3
1.59,0.7917,0.006381,3
1.59,0.7707,0.002292,3
1.59,0.4581,0.001706,3
1.59,0.449,0.0005434,3
1.6,0.5421,0.000103,3
1.6,0.7184,0.001435,3
1.6,0.7807,0.001274,3
1.5,0.5889,0.0004057,3
1.5,0.5895,0.0009186,3
1.51,0.669,0.003352,3
1.53,0.5722,0.006115,3
1.44,0.692,0.01003,3
1.54,0.6892,0.005599,3
1.54,0.5511,0.008894,3
1.54,0.4287,0.004526,3
1.59,0.6889,0.01037,3
1.59,0.9559,0.01588,3
1.58,0.8052,0.003148,3
1.58,0.7481,0.003791,3
1.59,0.5763,0.004206,3
1.59,0.5079,0.004192,3
1.6,0.7445,0.004798,3
1.49,0.7091,0.004081,3
1.59,0.6372,0.001701,3
1.6,0.5385,0.002283,3
1.6,0.5691,0.0007258,3
1.41,0.6458,0.00405,3
1.43,0.8636,0.006958,3
1.54,0.7133,0.001933,3
1.54,0.4969,0.001003,3
1.54,0.4547,0.004031,3
1.56,0.5388,0.0052,3
1.56,0.5924,0.004563,3
1.56,0.6149,0.007567,3
1.58,0.3905,0.006664,3
1.57,0.313,0.002347,3
1.48,0.6862,0.0113,3
1.48,0.7024,0.003136,3
1.47,0.803,0.001401,3
1.59,0.4774,0.0005623,3
1.6,0.4787,0.001399,3
1.59,0.5172,0.00188,3
1.59,0.4862,0.00164,3
1.59,0.6362,0.001035,3
1.49,0.4767,0.007539,3
1.49,0.5152,0.00442,3
1.49,0.6004,0.003043,3
1.53,0.599,0.008134,3
1.54,0.6715,0.006784,3
1.42,0.6511,0.002459,3
1.52,0.5181,0.0002541,3
1.54,0.3777,0.002958,3
1.55,0.5689,0.005988,3
1.52,0.5679,0.003695,3
1.57,0.5688,0.003555,3
1.56,0.4732,0.00383,3
1.55,0.4583,0.003714,3
1.55,0.7298,0.001173,3
1.46,0.8863,0.01079,3
1.78,0.9534,0.06953,2
1.7,0.7443,0.08593,2
1.72,0.697,0.03382,2
1.68,0.7241,0.08221,2
1.68,0.7528,0.1155,2
1.81,0.7543,0.1147,2
1.8,0.7898,0.06122,2
1.8,0.7566,0.03501,2
1.8,0.7901,0.007086,2
1.72,0.7898,0.09584,2
1.47,0.8497,0.147,2
1.6,0.8364,0.1884,2
1.59,0.8575,0.1325,2
1.6,0.8425,0.114,2
1.61,0.7907,0.04712,2
1.54,0.7097,0.08735,2
1.58,0.793,0.06585,2
1.66,0.7031,0.08981,2
1.66,0.8555,0.1231,2
1.67,0.9292,0.03678,2
1.67,1.053,0.08664,2
1.67,1.024,0.0782,2
1.65,1.042,0.02658,2
1.69,1.051,0.1579,2
1.69,0.9887,0.1165,2
1.71,1.001,0.02468,2
1.64,0.9887,0.08308,2
1.46,0.9417,0.09061,2
1.61,1.002,0.0551,2
1.62,0.9848,0.07239,2
1.62,1.042,0.07918,2
1.66,1.063,0.06091,2
1.66,1.162,0.05327,2
1.67,1.141,0.05141,2
1.68,1.176,0.07634,2
1.69,1.14,0.06628,2
1.7,1.12,0.06547,2
1.71,1.106,0.08205,2
1.72,1.115,0.1293,2
1.71,1.064,0.104,2
1.72,1.058,0.05646,2
1.74,1.09,0.03602,2
1.74,1.117,0.04788,2
1.75,1.181,0.06588,2
1.76,1.214,0.05969,2
1.79,1.298,0.1123,2
1.7,1.286,0.07821,2
1.71,1.744,0.06054,2
1.78,1.878,0.8888,2
1.78,2.001,0.7904,2
1.79,1.814,0.7989,2
1.74,0.6403,0.03851,2
1.74,0.9062,0.05643,2
1.76,0.9106,0.04591,2
1.76,0.7558,0.04274,2
1.77,0.6933,0.03629,2
1.79,0.6247,0.04051,2
1.78,0.6558,0.05646,2
1.7,0.6681,0.04754,2
1.71,0.7204,0.05815,2
1.71,0.7523,0.06247,2
1.72,0.6984,0.1022,2
1.73,0.7912,0.06736,2
1.72,0.7213,0.07078,2
1.75,0.7338,0.07634,2
1.75,0.742,0.05329,2
1.77,0.7392,0.08361,2
1.77,0.7739,0.0754,2
1.79,0.7881,0.07204,2
1.71,0.8103,0.08785,2
1.71,0.9699,0.104,2
1.72,1.134,0.02714,2
1.72,0.9913,0.04117,2
1.72,1.109,0.04025,2
1.76,1.091,0.05618,2
1.76,1.079,0.02008,2
1.76,1.142,0.0593,2
1.7,1.688,0.1238,2
1.75,1.704,0.9932,2
1.83,2.055,0.9701,2
1.82,1.998,0.9695,2
1.82,2.191,0.953,2
1.76,1.074,0.08921,2
1.85,1.86,0.9323,2
1.78,0.8861,0.0873,2
1.83,1.741,0.9936,2
1.84,2.067,0.9736,2
1.87,2.197,0.8898,2
1.79,0.7142,0.08519,2
1.78,1.163,0.08179,2
1.81,1.199,0.1085,2
1.8,1.243,0.1176,2
1.73,1.323,0.1506,2
1.73,1.392,0.1427,2
1.75,1.386,0.1185,2
1.76,1.483,0.1653,2
1.71,1.416,0.1147,2
1.71,1.444,0.04815,2
1.71,1.542,0.05778,2
1.73,1.605,0.1028,2
1.73,1.515,0.1294,2
1.74,1.593,0.1509,2
1.75,1.57,0.179,2
1.75,1.556,0.1933,2
1.74,1.363,0.1452,2
1.77,1.556,0.2225,2
1.78,1.493,0.1386,2
1.78,1.431,0.1867,2
1.7,1.45,0.1873,2
1.7,1.274,0.1981,2
1.71,1.392,0.1741,2
1.71,1.525,0.1654,2
1.71,1.444,0.0629,2
1.71,1.338,0.05766,2
1.76,1.525,0.05255,2
1.76,1.48,0.1943,2
1.75,1.378,0.2459,2
1.75,1.551,0.1955,2
1.75,1.482,0.1066,2
1.75,1.304,0.09181,2
1.79,1.392,0.06951,2
1.8,1.548,0.237,2
1.79,1.601,0.1813,2
1.79,1.505,0.09363,2
1.79,1.288,0.07719,2
1.77,1.359,0.1565,2
1.72,1.56,0.2515,2
1.72,1.552,0.1816,2
1.8,1.683,0.1276,2
1.71,1.384,0.1097,2
1.69,1.235,0.205,2
1.64,1.39,0.2545,2
1.69,1.838,0.2633,2
1.69,1.83,0.1499,2
1.69,1.553,0.1435,2
1.72,1.664,0.1715,2
1.71,1.629,0.08384,2
1.7,1.807,0.1523,2
1.69,1.481,0.122,2
1.67,1.3,0.177,2
1.65,1.355,0.1213,2
1.67,1.475,0.1576,2
1.67,1.209,0.2177,2
1.66,1.185,0.1838,2
1.66,1.267,0.09766,2
1.68,1.45,0.1898,2
1.66,1.484,0.2555,2
1.65,1.348,0.1872,2
1.64,1.393,0.1359,2
1.64,1.12,0.1493,2
1.66,1.293,0.2156,2
1.65,1.385,0.2281,2
1.64,1.332,0.119,2
1.63,1.334,0.1777,2
1.65,1.46,0.2034,2
1.57,1.33,0.2283,2
1.61,1.462,0.1179,2
1.61,1.398,0.2619,2
1.74,1.357,0.2364,2
1.69,1.401,0.08149,2
1.7,1.543,0.04688,2
1.68,1.446,0.1738,2
1.67,1.489,0.2609,2
1.66,1.461,0.145,2
1.65,1.411,0.1042,2
1.65,1.529,0.009173,2
1.63,1.297,0.0007227,2
1.5,1.209,0.1135,2
1.58,1.179,0.3134,2
1.59,1.111,0.2568,2
1.62,1.185,0.2139,2
1.62,1.261,0.2823,2
1.6,1.309,0.07291,2
1.6,1.341,0.008598,2
1.59,0.83,0.04756,2
1.49,0.8735,0.002404,2
1.5,1.236,0.09791,2
1.56,1.042,0.1655,2
1.52,1.913,0.3853,2
1.52,1.688,0.2371,2
1.48,1.554,0.1916,2
1.54,1.379,0.1169,2
1.53,0.623,0.08924,2
1.54,0.7884,0.07382,2
1.55,0.7613,0.01759,2
1.41,0.7433,0.115,2
1.48,0.7628,0.08848,2
1.46,0.7143,0.152,2
1.33,0.7389,0.005158,2
