 Length, Height, Width, Omnivariance, Class
0.5824,1.74,0.5326,0.03105,3
0.5853,1.73,0.5627,0.03842,3
0.5547,1.54,0.6776,0.03747,3
0.5611,1.36,0.6584,0.03493,3
0.5315,1.62,0.6079,0.03463,3
0.5043,1.63,0.6104,0.03499,3
0.4949,1.73,0.6576,0.03228,3
0.5712,1.74,0.6894,0.04572,3
0.6891,1.61,0.6425,0.04557,3
0.6712,1.61,0.5932,0.04255,3
0.4772,1.6,0.6091,0.03049,3
0.4409,1.59,0.6164,0.03326,3
0.65,1.69,0.5844,0.04229,3
0.6914,1.7,0.6572,0.03983,3
0.4177,1.7,0.6334,0.0326,3
0.3723,1.71,0.7289,0.03526,3
0.6292,1.67,0.7041,0.04581,3
0.8996,1.69,0.6587,0.04865,3
0.6448,1.65,0.703,0.03964,3
0.5008,1.65,0.6499,0.02967,3
0.6003,1.73,0.6471,0.04005,3
0.713,1.73,0.6914,0.04632,3
0.7034,1.62,0.7524,0.04262,3
0.7467,1.62,0.7219,0.03899,3
0.5016,1.73,0.7397,0.038,3
0.5894,1.72,0.7341,0.04763,3
0.7017,1.6,0.7026,0.04735,3
0.6928,1.59,0.727,0.04677,3
0.5741,1.72,0.6535,0.03277,3
0.6042,1.67,0.6137,0.03527,3
0.6376,1.68,0.6352,0.04523,3
0.7459,1.64,0.6323,0.03934,3
0.5672,1.66,0.6386,0.03535,3
0.4661,1.62,0.618,0.03192,3
0.592,1.65,0.7281,0.04481,3
0.6616,1.64,0.6947,0.04571,3
0.6339,1.61,0.7079,0.03624,3
0.6088,1.6,0.6944,0.03262,3
0.5815,1.68,0.6561,0.03785,3
0.7513,1.68,0.6531,0.04762,3
0.7401,1.69,0.6284,0.04232,3
0.5688,1.68,0.6083,0.03666,3
0.4825,1.68,0.6574,0.03329,3
0.7328,1.68,0.6818,0.04566,3
0.7632,1.69,0.6802,0.04847,3
0.6717,1.68,0.6677,0.04262,3
0.7037,1.68,0.7152,0.03566,3
0.5775,1.66,0.6708,0.03961,3
0.6994,1.64,0.6604,0.04384,3
0.6638,1.64,0.6584,0.04309,3
0.5183,1.71,0.6981,0.03487,3
0.5559,1.73,0.7119,0.03847,3
0.5835,1.6,0.7176,0.04294,3
0.7096,1.61,0.7201,0.04756,3
0.6895,1.59,0.6729,0.03676,3
0.5853,1.7,0.6655,0.03253,3
0.681,1.73,0.6718,0.04051,3
0.6918,1.63,0.7665,0.04497,3
0.6358,1.63,0.7132,0.04492,3
0.5889,1.73,0.6371,0.03867,3
0.5081,1.73,0.6442,0.03941,3
0.6982,1.73,0.7315,0.05034,3
0.7468,1.63,0.7158,0.04858,3
0.6581,1.73,0.7173,0.04462,3
0.5367,1.72,0.7014,0.0344,3
0.6429,1.7,0.689,0.04205,3
0.7099,1.6,0.7237,0.0439,3
0.6294,1.68,0.6607,0.03968,3
0.4559,1.67,0.7157,0.03405,3
0.5722,1.72,0.7777,0.04214,3
0.7534,1.72,0.7317,0.05353,3
0.6833,1.73,0.7403,0.04949,3
0.5841,1.73,0.6983,0.03721,3
0.5744,1.73,0.6182,0.034,3
0.5578,1.73,0.6619,0.04291,3
0.693,1.73,0.7727,0.04633,3
0.7115,1.74,0.7114,0.04263,3
0.5252,1.74,0.6779,0.03619,3
0.6111,1.71,0.7041,0.04305,3
0.6868,1.71,0.6966,0.04434,3
0.7137,1.72,0.7603,0.04489,3
0.5752,1.68,0.6793,0.0324,3
0.5573,1.68,0.7039,0.03334,3
0.68,1.67,0.7307,0.0402,3
0.6184,1.67,0.7464,0.04173,3
0.6445,1.67,0.7098,0.0405,3
0.433,1.54,0.7489,0.03198,3
0.6681,1.55,0.7332,0.0388,3
0.6497,1.45,0.8572,0.04121,3
0.6811,1.35,0.6896,0.03661,3
0.5907,1.34,0.7124,0.03047,3
0.4894,1.53,0.7505,0.0267,3
0.4746,1.51,0.8002,0.03125,3
0.6736,1.13,0.6748,0.0263,3
0.5125,1.23,0.689,0.02492,3
0.4144,1.23,0.7169,0.02533,3
0.4747,1.2,0.6311,0.02607,3
0.5823,1.15,0.5931,0.0285,3
0.5608,1.06,0.5513,0.02353,3
0.5412,0.99,0.6125,0.02319,3
0.3977,1.01,0.5732,0.02164,3
0.4795,1.22,0.6376,0.0244,3
0.5214,1.47,0.6617,0.02509,3
0.4682,1.38,0.6121,0.02584,3
0.5442,1.55,0.622,0.03127,3
0.488,1.53,0.5954,0.03015,3
0.5945,1.55,0.6495,0.03778,3
0.673,1.55,0.7692,0.03849,3
0.6224,1.44,0.6879,0.03466,3
0.6818,1.54,0.8011,0.03052,3
0.4203,1.59,0.6196,0.02765,3
1.892,1.76,1.747,0.1053,3
1.629,1.77,1.307,0.09047,3
1.63,1.74,1.291,0.09287,3
1.34,1.76,1.44,0.07797,3
1.387,1.8,1.394,0.08258,3
1.317,1.73,1.589,0.09124,3
1.723,1.76,1.444,0.1023,3
1.593,1.76,1.691,0.1074,3
0.5986,1.75,0.57,0.03408,3
0.4416,1.76,0.5938,0.02966,3
0.6918,1.75,0.7064,0.03742,3
0.8232,1.76,0.5684,0.04003,3
0.6804,1.67,0.705,0.03759,3
0.5827,1.75,0.6279,0.03162,3
0.6134,1.56,0.4904,0.02868,3
0.735,1.76,0.7779,0.04346,3
0.7209,1.56,0.6403,0.03683,3
0.6538,1.55,0.6702,0.03388,3
0.7723,1.72,0.6446,0.03435,3
0.6489,1.48,0.4024,0.02821,3
0.8001,1.48,0.5479,0.03326,3
0.7586,1.47,0.5075,0.03117,3
0.765,1.3,0.4204,0.02804,3
0.8832,1.8,0.4587,0.03335,3
0.7853,1.67,0.4596,0.03149,3
0.6278,1.67,0.461,0.03369,3
0.6652,1.67,0.412,0.02815,3
0.6773,1.63,0.5192,0.02759,3
0.8076,1.63,0.448,0.03028,3
0.7146,1.63,0.4217,0.02924,3
0.6672,1.68,0.6343,0.03085,3
0.5331,1.69,0.5862,0.02453,3
0.5723,1.54,0.5195,0.02419,3
0.6284,1.49,0.5786,0.02482,3
0.6627,1.1,0.6198,0.02507,3
0.7389,0.89,0.557,0.02415,3
0.8182,0.88,0.4812,0.02648,3
0.7242,1.55,0.4441,0.0265,3
0.7924,1.58,0.5108,0.03111,3
0.7011,1.79,0.4067,0.03237,3
0.8021,1.51,0.5552,0.03378,3
0.6069,1.39,0.5344,0.02074,3
0.799,1.38,0.3329,0.02017,3
0.7583,1.37,0.4483,0.02194,3
0.8217,1.35,0.3982,0.02372,3
0.7778,1.32,0.406,0.02531,3
0.7877,1.25,0.4386,0.0255,3
0.8033,1.28,0.4044,0.02563,3
0.6964,1.26,0.4192,0.02382,3
1.055,1.74,0.8793,0.04906,3
0.878,1.72,0.9178,0.04336,3
0.8479,1.71,0.7842,0.03921,3
0.9159,1.71,0.5967,0.03622,3
0.9576,1.74,0.3999,0.03506,3
0.917,1.71,0.3825,0.03516,3
1.052,1.68,0.4611,0.03554,3
0.8134,1.75,0.7013,0.03286,3
0.7239,1.76,0.7294,0.04083,3
1.089,1.78,1.612,0.08271,3
0.7971,1.77,1.765,0.08094,3
1.458,1.74,1.597,0.08243,3
0.9255,1.77,0.9643,0.0617,3
0.8428,1.81,0.7828,0.04769,3
1.025,1.78,0.6151,0.04759,3
1.083,1.76,0.4845,0.05266,3
1.007,1.78,0.6707,0.05293,3
1.192,1.8,0.7676,0.05789,3
0.9975,1.81,0.966,0.06752,3
1.214,1.78,0.9652,0.08223,3
0.6757,1.77,0.8466,0.04735,3
0.69,1.8,0.6762,0.04125,3
0.6512,1.8,0.5586,0.02726,3
0.705,1.8,0.526,0.02538,3
0.6398,1.55,0.6037,0.0228,3
0.7687,1.23,0.483,0.02044,3
0.6233,1.42,0.5414,0.02143,3
0.6104,1.19,0.598,0.02134,3
0.5555,1.27,0.5706,0.02244,3
0.6166,1.56,0.5638,0.02436,3
0.6159,1.78,0.5573,0.026,3
0.5677,1.83,0.5582,0.02884,3
0.5758,1.81,0.5996,0.03349,3
0.6288,1.8,0.7189,0.03829,3
0.8436,1.79,0.6895,0.04083,3
0.8964,1.81,0.675,0.03935,3
0.6441,1.82,0.668,0.0367,3
0.7241,1.81,0.734,0.04215,3
0.9169,1.81,0.6355,0.04328,3
0.9164,1.8,0.5843,0.04034,3
0.7201,1.81,0.6856,0.02985,3
0.6445,1.75,0.7192,0.03339,3
0.8101,1.73,0.7665,0.03956,3
0.7727,1.75,0.727,0.03922,3
0.7345,1.78,0.6621,0.03059,3
0.5799,1.74,0.6049,0.03328,3
0.6822,2.04,0.7286,0.03791,3
0.7216,1.69,0.6405,0.03671,3
0.6491,1.69,0.7992,0.03389,3
0.4711,1.95,0.8161,0.02441,3
0.556,1.63,0.5433,0.02028,3
0.669,1.62,0.5073,0.0189,3
0.7266,1.59,0.512,0.01673,3
0.5181,0.86,0.6211,0.01623,3
0.5634,0.87,0.4908,0.01599,3
0.5874,1.53,0.5236,0.02072,3
0.5411,1.48,0.4908,0.02383,3
0.5583,1.52,0.6648,0.02636,3
0.5355,1.61,0.5935,0.02738,3
1.254,1.94,0.7191,0.03375,3
1.352,1.95,1.078,0.06491,3
1.338,1.89,0.838,0.04796,3
0.4504,1.93,1.125,0.06832,3
0.2989,1.5,0.5559,0.01739,3
1.381,2.04,0.5572,0.05306,3
0.9407,1.85,1.216,0.06753,3
0.443,1.51,0.6843,0.03254,3
0.5276,2.61,0.5775,0.04332,3
0.468,2.5,0.6012,0.03423,3
1.201,2.62,0.9119,0.05125,3
0.5291,2.6,0.6893,0.03395,3
0.5079,2.6,0.7198,0.03284,3
0.5478,2.6,0.8175,0.03064,3
0.5807,2.54,1.012,0.03268,3
0.542,1.61,0.6627,0.03061,3
1.282,2.7,1.665,0.0602,3
0.4868,1.61,0.7821,0.03814,3
0.4295,1.63,0.6169,0.03515,3
0.4665,1.63,0.6604,0.03859,3
0.4747,1.63,0.6749,0.03567,3
0.4734,1.63,0.6612,0.03475,3
0.5631,1.63,0.7274,0.03705,3
0.5336,1.52,0.6172,0.03481,3
0.5859,1.64,0.6376,0.03644,3
0.5725,1.64,0.5255,0.0317,3
0.6321,1.64,0.6492,0.03706,3
0.5683,1.64,1.225,0.04004,3
0.5851,1.54,1.08,0.04018,3
0.5674,1.55,1.049,0.03989,3
0.6814,1.67,0.8895,0.03915,3
0.6287,1.67,0.7351,0.03244,3
0.6634,1.67,0.6905,0.03137,3
0.5558,1.59,0.5578,0.03257,3
0.6621,1.6,0.5767,0.03501,3
0.7871,1.6,0.5331,0.03112,3
0.9335,1.6,0.7288,0.03988,3
1.07,1.6,0.7274,0.04487,3
0.8405,1.6,0.7101,0.03924,3
0.958,1.6,0.7747,0.04496,3
1.145,1.6,0.6321,0.04102,3
0.6868,1.59,0.6164,0.03766,3
0.6137,1.61,0.5144,0.03376,3
0.6082,1.6,0.7581,0.04286,3
0.6692,1.52,0.7948,0.04689,3
0.6728,1.53,0.8134,0.0441,3
0.6185,1.62,0.6528,0.03813,3
0.6404,1.62,0.6956,0.03436,3
0.7037,1.53,0.8422,0.04145,3
0.6274,1.54,0.7802,0.03966,3
0.664,1.53,0.7805,0.03683,3
0.6013,1.65,0.7034,0.03815,3
0.5399,1.63,0.7076,0.03511,3
0.5373,1.54,0.6477,0.03861,3
0.6171,1.55,0.6883,0.0431,3
0.6397,1.55,0.7356,0.04073,3
0.6729,1.58,0.6238,0.03505,3
0.5993,1.55,0.7044,0.03181,3
0.5067,1.56,0.7448,0.0361,3
0.6627,1.56,0.7465,0.03991,3
0.5944,1.55,0.7749,0.03669,3
0.5708,1.55,0.6795,0.03405,3
0.5859,1.56,0.6281,0.03192,3
0.5681,1.56,0.6128,0.03591,3
0.5797,1.56,0.7086,0.04123,3
0.6041,1.57,0.7418,0.04278,3
0.6674,1.57,0.5393,0.03619,3
0.6867,1.57,0.6497,0.03448,3
0.5968,1.57,0.7525,0.0371,3
0.6198,1.54,0.8294,0.0406,3
0.6294,1.53,0.7938,0.038,3
0.6111,1.52,0.7404,0.0333,3
0.7958,1.53,0.5376,0.03304,3
0.5935,1.53,0.563,0.03285,3
0.5477,1.54,0.7272,0.03933,3
0.556,1.55,0.7237,0.04134,3
0.5637,1.54,0.6477,0.0364,3
0.6496,1.54,0.566,0.03276,3
0.6431,1.55,0.6287,0.03157,3
0.7148,1.55,0.7342,0.0373,3
0.666,1.55,0.7353,0.03904,3
0.7207,1.54,0.8532,0.04407,3
0.6923,1.54,0.5204,0.03364,3
0.5912,1.54,0.5601,0.03377,3
0.7509,1.55,0.6518,0.04565,3
0.5719,1.55,0.7973,0.04397,3
0.5824,1.49,0.719,0.04089,3
0.6213,1.55,0.7232,0.03631,3
0.6803,1.56,0.5516,0.0325,3
0.7543,1.57,0.6436,0.03981,3
0.6607,1.53,0.7945,0.03888,3
0.6513,1.52,0.6135,0.03539,3
0.6789,1.56,0.5755,0.03349,3
0.7254,1.57,0.5789,0.03415,3
0.6121,1.54,0.6001,0.03376,3
0.6532,1.54,0.6228,0.03991,3
0.5799,1.54,0.7736,0.0377,3
0.659,1.54,0.6303,0.03347,3
0.6665,1.55,0.5781,0.03199,3
0.6379,1.56,0.614,0.03445,3
0.7962,1.57,0.6179,0.04144,3
0.7306,1.56,0.7495,0.03771,3
0.6751,1.56,0.462,0.03225,3
0.6077,1.57,0.5527,0.03166,3
0.6297,1.57,0.6476,0.03392,3
0.7276,1.59,0.7917,0.04197,3
0.5662,1.59,0.7707,0.03959,3
0.5949,1.59,0.4581,0.0319,3
0.594,1.59,0.449,0.02705,3
0.7458,1.6,0.5421,0.03134,3
0.6777,1.6,0.7184,0.04221,3
0.7131,1.6,0.7807,0.0423,3
0.5578,1.5,0.5889,0.03125,3
0.5427,1.5,0.5895,0.02806,3
0.5985,1.51,0.669,0.03126,3
0.5909,1.53,0.5722,0.03268,3
0.5592,1.44,0.692,0.03609,3
0.5247,1.54,0.6892,0.03446,3
0.5391,1.54,0.5511,0.02829,3
0.6542,1.54,0.4287,0.02445,3
0.5442,1.59,0.6889,0.03304,3
0.585,1.59,0.9559,0.04218,3
0.6515,1.58,0.8052,0.04075,3
0.5624,1.58,0.7481,0.03222,3
0.5407,1.59,0.5763,0.0286,3
0.5351,1.59,0.5079,0.02829,3
0.67,1.6,0.7445,0.03445,3
0.6034,1.49,0.7091,0.03501,3
0.5658,1.59,0.6372,0.03499,3
0.5082,1.6,0.5385,0.03293,3
0.4906,1.6,0.5691,0.03143,3
0.4959,1.41,0.6458,0.02961,3
0.5452,1.43,0.8636,0.03488,3
0.5335,1.54,0.7133,0.0315,3
0.5652,1.54,0.4969,0.02698,3
0.5166,1.54,0.4547,0.02509,3
0.6821,1.56,0.5388,0.03054,3
0.6012,1.56,0.5924,0.02851,3
0.6224,1.56,0.6149,0.02925,3
0.5383,1.58,0.3905,0.02507,3
0.506,1.57,0.313,0.02065,3
0.5038,1.48,0.6862,0.03268,3
0.5886,1.48,0.7024,0.03405,3
0.5791,1.47,0.803,0.03886,3
0.6504,1.59,0.4774,0.03177,3
0.669,1.6,0.4787,0.03007,3
0.6404,1.59,0.5172,0.03365,3
0.6265,1.59,0.4862,0.03557,3
0.6196,1.59,0.6362,0.03807,3
0.5722,1.49,0.4767,0.0273,3
0.543,1.49,0.5152,0.02519,3
0.5236,1.49,0.6004,0.02631,3
0.5166,1.53,0.599,0.03002,3
0.5044,1.54,0.6715,0.0347,3
0.5875,1.42,0.6511,0.0347,3
0.572,1.52,0.5181,0.02651,3
0.5315,1.54,0.3777,0.02422,3
0.5697,1.55,0.5689,0.02894,3
0.5541,1.52,0.5679,0.03042,3
0.5071,1.57,0.5688,0.03183,3
0.5018,1.56,0.4732,0.02635,3
0.5046,1.55,0.4583,0.02606,3
0.3757,1.55,0.7298,0.02837,3
0.5683,1.46,0.8863,0.03954,3
1.338,1.78,0.9534,0.07566,2
1.503,1.7,0.7443,0.065,2
1.32,1.72,0.697,0.06123,2
1.272,1.68,0.7241,0.05786,2
1.318,1.68,0.7528,0.06472,2
1.484,1.81,0.7543,0.06478,2
1.433,1.8,0.7898,0.06267,2
1.473,1.8,0.7566,0.07459,2
1.395,1.8,0.7901,0.07617,2
1.663,1.72,0.7898,0.08237,2
1.523,1.47,0.8497,0.0754,2
1.442,1.6,0.8364,0.06524,2
1.483,1.59,0.8575,0.0709,2
1.462,1.6,0.8425,0.06916,2
1.465,1.61,0.7907,0.06883,2
1.499,1.54,0.7097,0.06119,2
1.493,1.58,0.793,0.06438,2
1.135,1.66,0.7031,0.06187,2
1.746,1.66,0.8555,0.07244,2
1.509,1.67,0.9292,0.07649,2
1.427,1.67,1.053,0.0789,2
1.53,1.67,1.024,0.07603,2
1.661,1.65,1.042,0.07982,2
1.594,1.69,1.051,0.07104,2
1.445,1.69,0.9887,0.07008,2
1.442,1.71,1.001,0.0712,2
1.549,1.64,0.9887,0.0738,2
1.494,1.46,0.9417,0.06981,2
1.442,1.61,1.002,0.07648,2
1.517,1.62,0.9848,0.07369,2
1.447,1.62,1.042,0.07424,2
1.541,1.66,1.063,0.08005,2
1.482,1.66,1.162,0.07713,2
1.461,1.67,1.141,0.07585,2
1.444,1.68,1.176,0.07897,2
1.376,1.69,1.14,0.07978,2
1.576,1.7,1.12,0.07713,2
1.418,1.71,1.106,0.07445,2
1.553,1.72,1.115,0.0771,2
1.469,1.71,1.064,0.07301,2
1.54,1.72,1.058,0.07307,2
1.411,1.74,1.09,0.07319,2
1.479,1.74,1.117,0.07573,2
1.466,1.75,1.181,0.07434,2
1.299,1.76,1.214,0.07287,2
1.338,1.79,1.298,0.07038,2
1.297,1.7,1.286,0.0739,2
0.6279,1.71,1.744,0.07273,2
1.8,1.78,1.878,0.1912,2
2.051,1.78,2.001,0.1943,2
1.779,1.79,1.814,0.1972,2
1.718,1.74,0.6403,0.07452,2
1.568,1.74,0.9062,0.07133,2
1.627,1.76,0.9106,0.07657,2
2.004,1.76,0.7558,0.07454,2
1.683,1.77,0.6933,0.07355,2
1.644,1.79,0.6247,0.07437,2
1.782,1.78,0.6558,0.06907,2
1.686,1.7,0.6681,0.07524,2
1.718,1.71,0.7204,0.07483,2
1.883,1.71,0.7523,0.07155,2
1.73,1.72,0.6984,0.07533,2
1.67,1.73,0.7912,0.07668,2
1.695,1.72,0.7213,0.07202,2
1.678,1.75,0.7338,0.07262,2
1.733,1.75,0.742,0.07697,2
1.685,1.77,0.7392,0.07202,2
1.664,1.77,0.7739,0.07236,2
1.722,1.79,0.7881,0.07726,2
1.768,1.71,0.8103,0.06996,2
1.526,1.71,0.9699,0.07056,2
1.625,1.72,1.134,0.07501,2
1.562,1.72,0.9913,0.07073,2
1.539,1.72,1.109,0.06859,2
1.525,1.76,1.091,0.07068,2
1.501,1.76,1.079,0.06878,2
1.619,1.76,1.142,0.06953,2
0.788,1.7,1.688,0.0702,2
2.163,1.75,1.704,0.1969,2
2.16,1.83,2.055,0.1969,2
2.499,1.82,1.998,0.1931,2
1.725,1.82,2.191,0.1955,2
1.584,1.76,1.074,0.07219,2
2.502,1.85,1.86,0.1941,2
1.653,1.78,0.8861,0.06945,2
2.217,1.83,1.741,0.1955,2
2.181,1.84,2.067,0.195,2
1.927,1.87,2.197,0.2044,2
1.724,1.79,0.7142,0.06924,2
1.439,1.78,1.163,0.06605,2
1.449,1.81,1.199,0.06976,2
1.458,1.8,1.243,0.06848,2
1.373,1.73,1.323,0.06497,2
1.287,1.73,1.392,0.06958,2
1.327,1.75,1.386,0.06899,2
1.415,1.76,1.483,0.0688,2
1.258,1.71,1.416,0.06478,2
1.272,1.71,1.444,0.06208,2
1.481,1.71,1.542,0.06236,2
1.137,1.73,1.605,0.06641,2
1.248,1.73,1.515,0.0655,2
1.147,1.74,1.593,0.0667,2
1.189,1.75,1.57,0.06451,2
1.283,1.75,1.556,0.06826,2
1.419,1.74,1.363,0.06921,2
1.306,1.77,1.556,0.07203,2
1.353,1.78,1.493,0.07065,2
1.377,1.78,1.431,0.0756,2
1.48,1.7,1.45,0.07231,2
1.429,1.7,1.274,0.06868,2
1.522,1.71,1.392,0.06472,2
1.387,1.71,1.525,0.06588,2
1.38,1.71,1.444,0.06531,2
1.355,1.71,1.338,0.06446,2
1.312,1.76,1.525,0.06782,2
1.301,1.76,1.48,0.06728,2
1.344,1.75,1.378,0.0684,2
1.331,1.75,1.551,0.07073,2
1.316,1.75,1.482,0.0707,2
1.359,1.75,1.304,0.06941,2
1.365,1.79,1.392,0.07276,2
1.335,1.8,1.548,0.07254,2
1.36,1.79,1.601,0.07225,2
1.351,1.79,1.505,0.06475,2
1.294,1.79,1.288,0.06928,2
1.316,1.77,1.359,0.06593,2
1.313,1.72,1.56,0.06579,2
1.331,1.72,1.552,0.0652,2
1.359,1.8,1.683,0.06849,2
1.363,1.71,1.384,0.0684,2
1.341,1.69,1.235,0.06922,2
1.304,1.64,1.39,0.06569,2
1.296,1.69,1.838,0.06849,2
1.277,1.69,1.83,0.06733,2
1.199,1.69,1.553,0.07184,2
1.169,1.72,1.664,0.07438,2
1.19,1.71,1.629,0.07031,2
1.244,1.7,1.807,0.07627,2
1.325,1.69,1.481,0.07542,2
1.376,1.67,1.3,0.06879,2
1.381,1.65,1.355,0.07625,2
1.398,1.67,1.475,0.07603,2
1.418,1.67,1.209,0.07176,2
1.415,1.66,1.185,0.0718,2
1.343,1.66,1.267,0.07455,2
1.475,1.68,1.45,0.08129,2
1.406,1.66,1.484,0.07435,2
1.422,1.65,1.348,0.07619,2
1.457,1.64,1.393,0.07709,2
1.46,1.64,1.12,0.07552,2
1.489,1.66,1.293,0.07258,2
1.412,1.65,1.385,0.07374,2
1.517,1.64,1.332,0.07805,2
1.477,1.63,1.334,0.07377,2
1.465,1.65,1.46,0.07995,2
1.409,1.57,1.33,0.07784,2
1.418,1.61,1.462,0.08138,2
1.488,1.61,1.398,0.08362,2
1.459,1.74,1.357,0.07886,2
1.414,1.69,1.401,0.07398,2
1.447,1.7,1.543,0.08002,2
1.338,1.68,1.446,0.08158,2
1.322,1.67,1.489,0.08388,2
1.444,1.66,1.461,0.08282,2
1.368,1.65,1.411,0.08078,2
1.416,1.65,1.529,0.08403,2
1.524,1.63,1.297,0.08014,2
1.509,1.5,1.209,0.07481,2
1.523,1.58,1.179,0.07931,2
1.691,1.59,1.111,0.07948,2
1.624,1.62,1.185,0.08227,2
1.472,1.62,1.261,0.08121,2
1.413,1.6,1.309,0.07504,2
1.395,1.6,1.341,0.07397,2
0.9861,1.59,0.83,0.06281,2
1.073,1.49,0.8735,0.06371,2
1.49,1.5,1.236,0.07804,2
1.679,1.56,1.042,0.07491,2
1.533,1.52,1.913,0.1393,2
1.667,1.52,1.688,0.1476,2
1.936,1.48,1.554,0.1421,2
1.246,1.54,1.379,0.1018,2
1.568,1.53,0.623,0.06981,2
1.578,1.54,0.7884,0.07161,2
1.537,1.55,0.7613,0.07136,2
1.629,1.41,0.7433,0.06636,2
1.594,1.48,0.7628,0.07059,2
1.573,1.46,0.7143,0.06609,2
1.26,1.33,0.7389,0.06282,2
